date	people	ceremony_type	user_id	msg_id
07-22-2023	200	Γάμο	194	18355a94492daac9
07-15-2023	200	Γάμο	195	inf
12-09-2023	240	Γάμος	196	18355298fbb1d105
06-07-2024	300	ΓΑΜΟ	197	18351c483b47bdfb
06-07-2024	300	Γάμος	197	183519d945281de8
05-20-2023	160	Γάμος	198	1835184f34a8dac3
06-03-2023	250	Γάμο	154	1834d10da40ed408
12-16-2023	200	Γάμος	199	1834af05b9613bf0
09-02-2023	350	Γάμος	200	183479ed0540d568
04-29-2023	260	Γάμος	201	18346f4c6b137e21
09-09-2023	170	Γάμο	202	18346e6cde4b86f7
23-06-2023	200	ΓΑΜΟ	203	18346e6924a54e62
09-29-2023	200	Γάμος	204	183413c6778bbe3a
09-24-2023	200	Γάμος	204	183413994c3788b2
09-09-2023	200	ΓΑΜΟ	205	18340c02670b1ad5
16-12-2023	150-200	ΓΑΜΟ	206	1833d4c8a98bae79
06-10-2023	180	Γάμος	207	1833cea190f5bfee
09-03-2023	200	Γάμος	208	1833c306cc7b1cd2
29-07-2023	250	ΓΑΜΟ	118	1833ba0b40bee224
05-19-2023	200	Γάμο	209	1833b7c894c20075
09-10-2023	185	Γάμος	210	1833b596b8075eb7
05-19-2023	200	Γάμος	209	1833a91678c9fcfb
07-21-2023	150	Γάμο	211	1833670d3db62630
09-03-2023	200	Γάμος	208	1833609fdf73cc1b
06-10-2023	150	Γάμος	212	183356e182c963dc
04-30-2023	130	Γάμος	213	183338c36640de99
08-26-2023	200	Γάμος	214	18332941599f0fc8
05-13-2023	220	Γάμος	215	1833284c86611ceb
07-21-2023	150	Γάμος	211	183325341d42a695
06-24-2023	130	Γάμος	216	18331bc0ebb2258d
07-07-2023	200-250	ΓΑΜΟ	217	1833185ef502951e
09-06-2022	43	Γάμος	218	183316d6b6f54eca
09-13-2022	435	Γάμος	219	1833163241af6634
06-03-2023	200	Γάμος	220	183312ec70dbb237
09-22-2023	200	Γάμος	221	183312eab42b6a0b
05-27-2023	250	Γάμο	222	183310d69e81a913
08-27-2023	100	Βάπτιση	223	183310cd204c2e05
07-07-2023	170	Γάμο	224	183310c4aa254619
05-27-2023	200	Γάμος	226	18330c045be4afdb
11-11-2023	200	Γάμος	227	183300db09121bfc
05-18-2024	350	Γάμος	228	1832d8a6f369c3d3
06-23-2023	100	Γάμος	229	1832d2b00066a87b
20-05-2023	300	ΓΑΜΟ	230	1832cfaf1122f7b2
07-14-2023	120	Γάμος	231	1832cdfe285bdabb
07-01-2023	300	Γάμος	232	18323bef861cfa9d
09-02-2023	200	Γάμος	233	183237546eeb79a9
10-29-2022	120	βάπτιση	234	1832345efe0d115e
08-19-2023	200	Γάμος	235	18322e6424ea84c8
20-05-2023		ΓΑΜΟ	236	183229f8f37ab915
09-09-2023	300	ΓΑΜΟ	237	183229d96d395379
	150	ΓΑΜΟ	238	183229c492c12c56
17-06-2023	200	ΓΑΜΟ	239	183229bf2448c292
09-09-2023	300	Γάμο	240	1832299c89592dcc
09-09-2023	300	Γάμος	240	1832291345e7d2fe
10-06-2023	300-350	ΓΑΜΟ	241	183224f222c76a37
05-27-2023	150	Γάμος	242	1832144e7afcff7c
09-08-2023	110	Γάμος	243	183212717001afe7
23-09-2023	170	ΓΑΜΟ	244	1831dc1f59ac79a8
05-28-2023	300	Γάμο	245	1831dc1bd4d30af0
01-09-2023	100-120	ΓΑΜΟ	246	1831dc1683e573ed
30-12-2022	150-170	ΓΑΜΟ	247	1831dbf072d9acea
30-12-2022	150-170	ΓΑΜΟ	248	1831da149114f5a2
04-30-2023	130	Γάμος	249	1831d9ae2303c29f
